class,cap-diameter,stem-width,stem-height,weight
poisonous,8.62,24.32,3.62,34
poisonous,3.14,5.42,4.32,113
edible,4.98,4.24,6.66,9
edible,10.1,14.69,8.05,123
poisonous,6.58,10.24,7.45,37
poisonous,0.74,0.93,3.63,122
poisonous,2.71,6.46,4.98,69
poisonous,9.22,28.53,7.94,150
poisonous,6.96,8.47,8.27,181
edible,7.98,11.35,6.08,15
poisonous,6.29,10.78,8.85,89
edible,6.66,10.33,5.92,30
poisonous,7.79,11.36,11.63,67
edible,9.89,19.1,7.33,90
edible,9.89,34.28,8.05,63
poisonous,6.54,11.53,11.79,31
edible,8.18,16.09,5.94,181
edible,6.69,12.57,5.86,165
edible,6.38,12.64,11.68,102
poisonous,0.77,0.75,3.53,109
poisonous,14.66,31.36,6.08,103
poisonous,1.59,1.46,4.5,133
poisonous,16.3,48.13,6.47,153
poisonous,6.58,19.81,8.99,59
edible,10.91,22.21,8.04,10
edible,10.24,17.57,8.7,99
edible,8.25,20.51,7.67,137
edible,6.73,9.76,5.66,106
edible,2.3,6.0,4.17,7
edible,7.34,16.31,4.41,185
edible,6.35,13.94,14.2,27
poisonous,6.61,23.03,8.29,57
poisonous,6.92,7.73,5.71,169
poisonous,3.98,3.49,5.81,87
edible,15.79,18.11,10.08,149
poisonous,5.68,11.63,7.8,89
edible,1.41,1.31,4.95,82
poisonous,9.47,17.84,12.32,114
edible,8.25,12.34,6.8,5
poisonous,2.36,2.46,7.77,55
edible,7.31,19.91,5.5,177
poisonous,9.31,16.7,12.02,8
poisonous,11.15,13.16,6.18,194
poisonous,9.0,16.01,5.98,197
edible,9.15,17.16,6.45,117
edible,1.32,1.5,3.02,36
poisonous,8.06,18.32,16.61,38
edible,9.42,26.9,6.4,96
poisonous,2.14,2.62,4.1,99
poisonous,4.46,11.95,3.33,76
edible,4.23,6.4,4.12,43
edible,53.48,33.69,5.56,158
poisonous,3.76,2.87,4.28,166
poisonous,3.79,3.28,4.54,186
poisonous,13.91,37.06,6.43,122
edible,5.02,12.58,6.15,7
poisonous,7.87,24.21,7.86,127
poisonous,3.32,3.33,5.44,54
poisonous,4.06,11.51,3.29,16
edible,4.99,4.08,6.57,197
edible,5.96,10.38,6.77,58
edible,6.59,12.46,5.65,137
edible,10.32,22.87,9.03,61
poisonous,2.9,3.68,6.01,149
edible,5.79,6.97,3.17,116
poisonous,5.22,12.98,5.21,51
edible,5.19,3.92,5.78,155
poisonous,2.47,3.58,7.07,89
poisonous,6.24,7.61,6.92,146
edible,6.1,20.59,3.52,70
edible,5.57,10.35,5.16,79
edible,1.46,2.35,4.89,183
poisonous,7.93,11.67,4.72,107
edible,1.24,0.98,5.72,170
poisonous,5.5,5.94,6.59,196
edible,7.11,13.32,5.87,42
edible,3.83,6.48,4.16,54
poisonous,1.93,2.53,3.41,102
edible,11.44,12.36,16.84,86
edible,8.28,19.3,4.8,34
poisonous,1.47,1.5,3.89,83
poisonous,7.26,12.93,4.74,95
poisonous,7.64,19.09,7.46,183
edible,14.5,16.86,9.9,195
poisonous,0.8,0.78,3.51,56
edible,2.14,3.38,6.87,170
edible,5.67,13.23,7.1,83
poisonous,4.29,14.69,4.63,34
poisonous,4.83,7.37,6.93,110
poisonous,2.98,6.75,4.68,55
poisonous,2.8,4.16,4.66,85
poisonous,6.42,12.34,5.54,137
poisonous,7.01,14.21,13.5,33
poisonous,3.61,7.31,6.02,136
poisonous,5.49,13.85,5.86,142
poisonous,4.89,7.45,9.55,188
poisonous,4.08,4.12,2.97,149
poisonous,3.25,22.28,4.78,78
edible,6.34,16.88,5.8,21
edible,8.67,16.1,12.72,88
poisonous,2.92,0.0,0.0,73
poisonous,3.78,3.11,4.15,38
poisonous,8.72,12.4,10.19,10
poisonous,1.95,3.18,6.27,57
poisonous,5.07,5.18,6.84,198
poisonous,4.06,4.43,5.75,130
edible,0.94,0.9,5.31,47
poisonous,4.72,7.4,5.65,119
edible,3.17,3.56,6.66,115
poisonous,7.02,8.43,15.59,155
edible,3.91,6.64,3.92,187
poisonous,3.06,3.21,4.85,84
edible,4.05,6.94,5.97,99
poisonous,5.44,8.83,5.27,122
poisonous,9.63,13.83,14.32,148
poisonous,3.84,3.33,4.48,12
edible,2.71,5.26,7.43,136
edible,8.75,17.7,6.36,108
edible,1.85,4.81,6.03,136
edible,3.62,39.7,5.49,188
poisonous,1.21,5.46,3.43,29
poisonous,6.58,14.05,7.82,199
poisonous,6.91,11.64,4.38,100
poisonous,13.55,15.08,11.2,199
poisonous,2.19,2.52,4.21,159
edible,4.57,8.34,7.98,97
poisonous,6.05,6.29,5.93,164
poisonous,12.64,34.62,5.22,182
poisonous,1.23,2.29,1.56,65
poisonous,5.28,5.95,5.91,126
poisonous,2.06,2.13,2.61,55
edible,8.03,13.31,9.67,151
edible,8.55,11.52,13.42,25
edible,13.29,25.58,5.93,9
edible,3.76,3.55,4.71,96
edible,5.54,21.92,6.04,174
poisonous,8.28,10.05,4.96,65
poisonous,14.85,32.67,9.39,26
edible,1.43,1.37,5.01,153
edible,10.93,17.62,5.62,74
edible,7.74,11.78,8.93,5
poisonous,11.52,17.89,11.8,137
poisonous,7.17,11.84,6.23,16
edible,2.6,5.44,4.0,94
edible,3.89,7.9,7.76,50
edible,7.62,17.27,5.64,38
edible,3.62,2.99,4.15,181
edible,6.74,13.21,13.08,82
edible,9.88,19.83,4.89,49
poisonous,5.34,8.9,6.89,159
edible,3.39,7.41,6.75,77
poisonous,10.09,13.4,14.37,30
poisonous,13.28,22.94,13.57,51
edible,11.42,19.55,7.64,125
edible,4.94,20.77,5.2,60
edible,5.87,9.75,5.38,98
poisonous,3.22,25.67,5.44,111
poisonous,4.24,6.25,5.3,67
edible,6.46,12.88,12.37,52
poisonous,8.54,13.44,5.37,65
poisonous,6.93,6.03,5.41,85
poisonous,12.3,30.91,7.89,30
edible,3.61,7.13,2.77,40
poisonous,4.74,9.51,7.11,5
poisonous,7.61,8.64,8.95,12
edible,8.19,12.79,6.71,117
edible,12.04,16.69,6.03,103
poisonous,6.83,11.33,6.31,184
edible,3.38,6.59,4.9,51
poisonous,1.5,2.55,5.19,131
poisonous,5.09,7.24,14.45,60
edible,8.15,12.73,5.66,18
poisonous,2.79,6.09,3.51,32
edible,6.02,19.87,5.71,82
poisonous,2.17,2.64,7.26,134
edible,5.57,15.75,7.09,113
edible,5.21,14.14,5.06,158
poisonous,5.45,12.96,10.08,18
edible,19.79,19.62,22.06,191
poisonous,7.97,18.1,14.37,60
edible,4.22,7.33,6.25,119
poisonous,2.35,5.74,4.95,11
edible,8.9,26.05,4.81,7
edible,11.18,18.21,6.92,115
poisonous,0.94,2.34,3.83,155
poisonous,1.02,2.51,3.05,111
edible,10.26,23.48,6.45,22
edible,1.71,2.31,6.01,42
edible,6.71,5.73,6.12,119
poisonous,11.38,13.59,11.07,19
poisonous,1.36,2.21,1.81,196
edible,7.36,11.04,8.4,123
poisonous,3.25,4.29,5.44,32
poisonous,1.31,5.08,3.32,43
edible,7.1,12.22,4.53,189
poisonous,15.4,32.14,5.47,21
edible,6.02,15.27,5.47,90
poisonous,1.1,1.65,3.06,130
poisonous,3.12,3.38,6.51,48
poisonous,1.51,1.66,5.23,29
poisonous,6.62,13.15,8.64,149
poisonous,0.7,0.96,3.43,17
edible,6.1,8.0,4.1,29
edible,6.96,14.24,5.55,72
poisonous,15.88,40.61,7.05,142
edible,6.94,13.8,5.78,71
edible,3.26,2.47,3.68,113
poisonous,5.59,12.52,3.67,150
poisonous,10.89,25.97,7.61,115
poisonous,4.71,8.76,6.06,115
edible,7.26,11.98,8.46,38
edible,4.7,8.13,4.85,115
poisonous,2.86,0.0,0.0,12
poisonous,7.27,16.2,8.39,172
edible,3.17,5.34,3.19,117
poisonous,7.11,9.23,6.14,87
poisonous,8.35,14.79,7.88,46
poisonous,7.75,14.44,4.11,173
poisonous,7.07,6.77,5.66,105
edible,3.56,5.35,5.92,10
poisonous,2.02,2.56,8.1,184
edible,12.58,21.62,9.11,30
poisonous,4.31,5.41,3.47,68
edible,7.87,14.11,5.88,191
edible,6.71,23.78,5.92,188
edible,3.17,7.86,3.64,63
edible,8.22,22.06,7.41,113
edible,10.45,21.21,6.41,125
edible,4.56,10.76,6.07,37
poisonous,2.32,2.53,8.23,185
poisonous,3.54,3.58,5.73,154
edible,14.39,16.3,9.26,25
poisonous,8.93,19.54,5.77,74
poisonous,3.18,4.04,8.05,116
poisonous,2.37,4.12,4.64,8
poisonous,5.83,6.54,3.25,98
poisonous,4.75,0.0,0.0,79
edible,7.52,13.62,4.88,194
edible,6.8,10.41,7.97,66
edible,8.38,16.76,8.22,98
poisonous,3.38,8.54,3.43,99
poisonous,3.91,0.0,0.0,156
edible,7.79,14.44,5.98,59
poisonous,2.89,4.24,5.46,141
edible,1.21,0.98,5.57,135
edible,1.01,1.59,2.98,35
edible,11.35,17.9,5.79,44
poisonous,3.34,0.0,0.0,40
poisonous,1.58,1.69,4.05,156
edible,10.28,19.3,9.31,10
poisonous,6.73,15.54,6.36,70
edible,3.81,6.19,4.78,79
poisonous,3.51,6.2,5.57,8
poisonous,0.65,0.95,4.11,83
poisonous,2.58,6.0,2.59,138
edible,9.4,17.57,7.24,122
edible,6.55,20.68,5.99,117
edible,11.46,15.77,10.06,98
edible,1.82,2.51,5.17,183
poisonous,5.37,6.76,7.49,66
edible,4.19,7.81,3.58,189
edible,9.96,15.72,8.33,198
poisonous,11.81,18.33,11.58,83
edible,1.58,1.64,5.59,140
poisonous,6.11,13.55,5.67,30
poisonous,1.17,4.68,2.88,183
edible,5.36,17.87,5.67,177
poisonous,2.48,6.52,4.69,48
poisonous,2.79,2.37,3.43,137
poisonous,13.4,16.97,11.18,74
poisonous,4.46,5.25,4.31,158
poisonous,5.46,11.79,5.14,122
poisonous,0.86,1.04,4.47,72
edible,10.56,29.12,7.14,23
edible,10.81,26.54,5.74,24
poisonous,2.85,14.93,4.02,117
poisonous,4.41,11.33,1.09,144
edible,5.44,4.54,7.5,51
poisonous,3.16,5.45,9.42,5
poisonous,1.69,2.98,6.35,94
edible,7.78,24.15,10.88,146
poisonous,3.09,7.55,2.93,68
edible,15.27,17.67,10.03,42
poisonous,4.05,3.42,4.14,41
poisonous,5.94,8.51,6.88,130
poisonous,11.11,24.48,12.89,143
poisonous,2.24,2.13,5.3,104
poisonous,7.3,9.12,6.02,81
edible,8.31,29.8,6.54,7
edible,4.56,6.76,5.67,165
edible,6.93,12.84,8.45,138
poisonous,3.46,2.66,4.06,182
edible,4.48,44.96,7.54,14
edible,7.09,8.75,5.48,9
poisonous,6.3,15.19,6.46,155
poisonous,5.02,6.5,3.8,142
poisonous,7.41,13.96,12.03,176
poisonous,1.86,2.48,3.87,134
poisonous,5.55,8.6,8.13,17
edible,8.75,18.77,4.42,172
poisonous,13.31,14.75,11.13,134
poisonous,8.07,12.67,4.43,88
edible,12.36,24.61,8.94,69
edible,1.36,2.35,4.47,67
edible,7.77,13.28,10.47,105
edible,5.6,9.29,4.07,77
poisonous,5.78,10.06,7.71,21
poisonous,7.25,7.37,16.29,13
poisonous,1.13,4.82,3.06,147
edible,3.76,6.74,5.61,156
edible,5.71,9.85,7.03,42
edible,19.11,33.26,16.93,167
edible,6.01,8.5,5.52,98
poisonous,5.19,0.0,0.0,99
edible,5.01,7.73,7.8,53
poisonous,7.79,14.16,8.6,73
poisonous,3.48,4.01,7.51,66
poisonous,9.18,18.21,15.46,192
poisonous,7.18,13.63,7.2,182
poisonous,7.35,16.7,4.62,82
poisonous,1.18,2.56,3.4,121
edible,8.3,14.24,8.53,124
edible,6.57,12.56,6.49,141
poisonous,7.09,9.13,5.95,166
poisonous,3.27,25.54,4.76,80
edible,9.06,20.21,7.62,39
poisonous,0.61,0.93,3.73,5
poisonous,3.2,0.0,0.0,44
poisonous,3.12,8.54,3.21,68
edible,6.56,11.28,6.31,154
edible,4.83,9.72,8.26,64
edible,2.35,3.38,5.59,68
poisonous,8.81,10.38,9.26,97
poisonous,6.41,7.1,13.13,76
poisonous,2.9,0.0,0.0,15
poisonous,3.55,32.41,5.76,109
edible,5.24,6.01,7.72,18
poisonous,5.74,10.45,6.41,64
poisonous,1.87,2.77,6.7,34
poisonous,2.69,2.56,3.58,39
edible,6.25,12.54,12.26,169
edible,11.19,13.93,21.55,9
poisonous,4.59,4.17,8.34,87
edible,6.74,10.63,6.55,127
edible,6.0,7.09,4.59,82
poisonous,1.54,1.64,4.95,158
edible,57.51,38.18,7.56,66
poisonous,6.73,16.57,5.42,136
edible,11.67,18.14,10.25,93
edible,50.03,25.54,6.19,46
poisonous,3.42,5.94,5.17,93
poisonous,1.83,2.52,7.38,150
edible,4.01,7.93,7.71,44
edible,10.22,16.87,6.87,76
poisonous,9.46,11.32,8.76,43
edible,3.77,10.34,5.13,108
poisonous,8.43,14.94,11.48,18
poisonous,0.86,2.57,4.12,36
edible,10.51,19.77,5.43,183
edible,3.74,11.74,4.9,129
edible,6.13,13.02,13.24,170
edible,6.74,19.71,7.55,101
poisonous,1.59,1.66,4.18,27
edible,0.75,0.89,4.87,67
poisonous,14.79,26.51,6.5,147
edible,5.77,15.62,5.33,157
edible,50.51,47.3,8.14,149
poisonous,7.71,18.16,6.38,198
poisonous,8.77,13.12,4.51,57
poisonous,8.86,23.99,3.81,108
poisonous,4.3,4.13,5.76,108
edible,10.14,19.29,7.19,183
edible,50.06,43.83,7.33,43
edible,7.34,17.03,6.16,183
poisonous,9.24,15.8,11.33,138
poisonous,6.86,11.02,4.3,71
edible,4.43,9.22,6.41,139
edible,3.0,9.04,4.22,183
edible,3.42,8.04,3.59,46
poisonous,2.98,0.0,0.0,196
poisonous,2.02,3.12,8.33,19
poisonous,4.71,11.5,3.42,115
poisonous,7.3,12.35,12.56,161
poisonous,6.49,12.25,4.72,37
poisonous,3.15,5.03,4.41,159
edible,1.06,0.89,4.92,168
edible,11.09,18.7,8.92,161
poisonous,1.58,1.37,4.37,42
poisonous,3.27,7.9,4.47,189
poisonous,3.09,6.37,4.96,101
edible,4.34,3.6,5.8,159
poisonous,16.16,30.85,9.87,187
poisonous,3.58,4.85,5.29,37
edible,6.75,23.56,6.48,90
edible,9.53,17.0,9.63,70
edible,7.14,8.95,6.12,14
poisonous,5.13,7.69,6.39,9
poisonous,3.25,2.73,3.97,127
edible,0.8,1.28,3.08,78
edible,18.28,34.79,16.17,101
edible,9.54,10.51,7.81,122
poisonous,11.92,25.81,5.26,42
edible,8.78,25.38,11.87,145
poisonous,2.58,3.49,3.93,163
poisonous,5.4,12.19,4.63,51
poisonous,3.93,4.17,4.5,113
edible,7.24,12.57,7.73,184
edible,9.33,25.29,7.36,188
poisonous,7.75,17.26,5.98,19
poisonous,1.8,2.6,6.02,161
poisonous,1.62,1.62,4.6,140
edible,6.46,13.35,8.83,9
edible,10.5,22.93,5.44,161
edible,6.66,16.34,7.11,51
edible,1.59,2.23,7.02,72
edible,1.1,1.44,2.73,80
edible,4.57,8.74,6.29,177
edible,10.19,17.56,5.89,134
poisonous,3.68,3.74,5.89,159
edible,9.81,22.65,7.11,99
poisonous,14.43,25.16,5.06,119
edible,9.58,19.77,4.95,168
edible,19.37,35.52,16.61,40
edible,10.75,18.17,11.02,30
edible,5.28,47.08,7.09,47
poisonous,2.85,6.18,3.81,31
edible,3.99,11.09,5.17,73
poisonous,2.85,2.32,2.81,152
edible,4.58,61.93,7.42,15
poisonous,10.09,28.87,9.63,78
poisonous,8.78,26.94,9.69,108
poisonous,0.81,1.0,4.0,42
edible,4.9,7.66,5.36,138
poisonous,7.78,8.31,8.56,27
edible,50.99,47.16,6.58,51
poisonous,7.81,14.7,7.8,94
poisonous,3.8,3.44,4.75,50
poisonous,8.49,13.57,10.51,111
edible,3.57,9.69,4.29,144
poisonous,3.77,7.28,4.38,145
edible,3.13,3.35,4.35,108
poisonous,11.4,20.53,10.53,194
edible,5.11,4.29,6.77,115
poisonous,7.42,24.25,3.15,108
poisonous,3.16,2.42,8.68,64
poisonous,3.62,4.89,4.62,175
poisonous,5.56,7.16,6.21,104
poisonous,5.36,0.0,0.0,72
edible,7.52,21.83,4.07,137
poisonous,1.14,2.55,3.77,124
edible,1.68,4.01,5.1,41
poisonous,11.59,30.53,8.93,76
poisonous,5.1,5.61,6.05,131
edible,2.54,4.34,5.94,110
edible,5.61,8.87,6.39,96
edible,5.49,8.17,6.3,35
poisonous,7.82,9.84,4.05,126
poisonous,9.36,14.57,10.57,141
poisonous,3.2,15.53,3.84,55
poisonous,5.41,12.64,3.9,33
edible,2.94,6.13,4.67,44
poisonous,1.51,2.7,2.35,45
edible,14.58,20.18,28.25,15
edible,8.12,16.2,8.99,155
edible,11.11,19.93,5.11,5
poisonous,13.32,36.7,10.76,50
poisonous,3.06,5.74,4.81,105
poisonous,7.01,7.77,14.27,153
poisonous,4.88,5.29,3.75,94
poisonous,13.31,18.79,11.52,114
poisonous,3.44,5.82,2.82,168
poisonous,0.81,0.82,3.66,186
poisonous,5.99,9.03,6.57,61
poisonous,5.67,11.31,3.25,5
poisonous,11.11,22.39,4.92,67
poisonous,8.08,21.61,9.62,186
poisonous,0.75,0.74,3.61,59
poisonous,4.18,4.22,9.73,119
edible,3.49,2.69,4.33,172
edible,2.56,4.74,6.33,147
poisonous,8.65,22.82,2.69,153
poisonous,4.75,6.98,5.2,179
edible,6.59,13.4,14.15,57
poisonous,4.34,7.76,5.64,141
poisonous,1.47,2.91,6.04,184
poisonous,4.56,7.51,6.29,61
edible,21.53,21.81,6.5,121
poisonous,5.63,15.57,3.96,158
poisonous,10.19,20.69,6.07,173
poisonous,5.51,6.74,5.35,39
poisonous,3.56,3.56,6.01,67
edible,19.19,20.58,29.48,29
edible,9.88,25.85,4.65,94
poisonous,9.05,12.12,4.98,79
edible,14.58,21.0,6.37,42
poisonous,1.56,1.99,4.96,134
edible,9.83,14.88,7.76,139
poisonous,5.59,10.52,7.26,166
poisonous,0.69,1.01,4.67,95
edible,9.97,19.59,7.98,21
poisonous,2.39,2.23,5.9,132
edible,6.32,9.31,4.96,175
poisonous,6.36,15.4,5.81,191
edible,10.69,18.35,11.02,112
poisonous,4.72,3.11,4.16,183
edible,1.49,1.56,4.98,186
edible,8.84,14.42,6.7,156
edible,7.47,13.47,7.74,29
poisonous,6.18,10.59,5.76,184
poisonous,10.59,24.02,7.0,92
poisonous,11.36,16.36,6.66,165
poisonous,5.01,10.92,4.39,181
poisonous,8.75,14.35,10.85,33
poisonous,3.79,6.89,4.54,67
edible,11.62,22.82,8.75,154
poisonous,6.57,14.4,5.62,158
edible,8.91,19.98,4.03,160
poisonous,0.69,0.8,3.48,118
edible,7.38,12.61,5.04,53
edible,8.77,17.72,7.02,85
poisonous,1.34,5.35,3.49,88
edible,3.17,6.09,4.09,109
edible,4.55,7.89,6.23,181
edible,7.39,14.0,5.55,152
edible,1.7,2.5,6.21,122
poisonous,3.95,7.28,8.68,90
edible,3.31,2.83,3.85,67
edible,4.21,6.39,4.45,193
poisonous,6.76,12.39,10.31,108
poisonous,7.56,15.23,5.34,53
poisonous,2.61,3.67,3.68,75
poisonous,5.1,11.0,5.6,5
poisonous,6.18,10.8,5.86,145
edible,11.3,22.23,8.64,183
poisonous,3.51,8.36,8.97,127
poisonous,4.32,0.0,0.0,188
poisonous,6.25,15.02,6.08,66
edible,4.26,7.21,6.14,36
poisonous,12.19,21.3,11.88,162
poisonous,9.66,17.96,5.39,33
edible,8.95,21.33,5.83,53
edible,5.94,21.17,5.85,177
poisonous,1.84,2.36,2.95,34
poisonous,5.65,6.55,3.77,148
poisonous,5.38,9.6,8.13,172
poisonous,3.5,2.74,4.11,23
poisonous,3.99,6.65,12.82,22
poisonous,19.98,33.78,5.94,5
edible,3.54,2.52,5.78,82
poisonous,3.85,2.68,4.33,119
poisonous,4.88,6.4,5.25,179
poisonous,6.75,10.35,5.16,198
edible,2.68,6.29,5.94,117
edible,4.99,7.87,5.93,118
poisonous,7.74,9.31,5.06,170
poisonous,4.6,0.0,0.0,183
poisonous,4.07,5.62,5.67,67
edible,8.24,11.97,6.72,136
poisonous,9.24,23.44,11.69,133
poisonous,3.08,6.02,4.84,12
poisonous,3.23,7.86,6.28,161
poisonous,12.65,40.28,5.12,59
edible,12.88,19.23,3.06,107
edible,12.35,16.46,2.56,135
poisonous,2.16,3.76,9.17,36
poisonous,2.68,2.38,3.36,14
edible,5.28,8.82,2.95,114
poisonous,2.93,2.73,8.29,166
poisonous,13.93,16.86,16.65,128
edible,6.92,12.56,8.65,91
edible,6.67,26.95,12.29,59
poisonous,2.35,2.59,7.14,36
poisonous,5.34,6.06,2.85,182
poisonous,4.7,12.3,3.35,139
poisonous,4.8,8.87,5.26,97
poisonous,3.88,32.11,4.78,12
edible,18.02,26.91,9.51,69
poisonous,1.19,2.56,3.59,61
poisonous,7.49,13.01,4.73,71
edible,3.18,6.11,4.22,191
edible,5.43,6.06,5.36,76
poisonous,4.81,7.2,5.44,58
edible,3.11,5.84,4.9,71
edible,9.5,12.61,5.61,55
edible,1.32,1.83,5.25,101
poisonous,6.2,14.45,5.54,96
edible,22.5,27.81,9.81,12
poisonous,3.56,7.98,6.5,166
poisonous,1.7,2.72,6.93,39
poisonous,3.71,8.14,5.2,100
poisonous,3.15,9.62,6.41,92
poisonous,14.44,23.88,4.9,82
poisonous,4.15,8.58,4.67,36
edible,9.39,15.52,2.37,124
edible,4.06,6.21,4.84,50
edible,4.43,6.75,5.37,148
poisonous,7.53,16.13,7.79,169
edible,2.12,4.27,5.47,186
edible,7.14,9.95,5.91,146
poisonous,2.0,2.36,3.32,59
poisonous,4.68,4.74,6.76,180
poisonous,3.18,0.0,0.0,11
edible,11.09,22.02,8.04,78
poisonous,1.91,2.94,8.84,11
poisonous,4.55,0.0,0.0,165
poisonous,7.29,10.12,4.6,155
poisonous,2.78,2.71,9.36,89
edible,0.88,0.93,5.39,151
poisonous,0.81,2.47,3.73,116
poisonous,8.07,12.53,1.44,129
edible,7.05,5.9,7.23,151
edible,14.29,24.57,7.72,40
poisonous,6.66,17.11,6.18,33
poisonous,9.33,23.16,8.23,192
edible,5.63,12.08,4.24,86
poisonous,8.14,21.17,10.54,6
edible,9.4,22.3,7.83,133
poisonous,6.05,13.77,4.81,51
poisonous,0.98,2.72,3.79,152
poisonous,6.52,6.84,5.54,15
poisonous,3.24,3.53,4.17,134
edible,9.7,15.22,8.58,199
poisonous,0.86,0.72,3.48,123
poisonous,2.11,2.14,5.7,144
edible,10.36,22.94,7.39,24
edible,1.29,1.55,3.02,9
edible,6.48,21.15,6.49,41
poisonous,1.84,2.81,6.07,170
poisonous,13.21,16.46,8.76,141
poisonous,2.42,3.42,4.29,57
edible,15.26,18.1,10.99,176
poisonous,4.5,31.89,5.37,103
poisonous,2.29,5.07,2.85,90
poisonous,12.83,14.62,11.25,112
poisonous,0.77,1.05,5.24,28
edible,4.14,7.4,5.63,85
poisonous,9.2,14.72,8.57,162
poisonous,3.66,3.89,8.17,124
poisonous,3.26,5.34,4.36,63
edible,7.94,16.79,4.94,132
poisonous,4.4,9.25,4.6,118
poisonous,16.96,30.94,5.91,119
poisonous,8.08,17.88,14.51,18
poisonous,7.96,10.03,4.48,13
edible,12.16,56.33,10.61,44
poisonous,3.71,3.64,6.13,198
edible,7.38,12.55,7.47,29
poisonous,3.92,2.44,3.26,107
poisonous,1.96,2.97,7.22,26
edible,53.09,20.59,6.54,8
edible,7.66,14.11,4.44,158
edible,6.43,20.09,5.54,190
poisonous,4.57,7.55,6.2,33
poisonous,4.97,12.79,8.24,113
poisonous,2.75,25.78,4.33,102
poisonous,19.97,43.89,7.13,41
poisonous,9.01,31.59,10.12,79
poisonous,3.32,6.85,5.79,74
edible,11.77,18.09,6.32,150
poisonous,1.4,1.39,4.26,132
edible,17.97,18.0,23.53,89
poisonous,3.63,7.68,5.64,46
poisonous,6.64,10.02,4.9,104
edible,6.55,13.36,5.37,45
poisonous,3.08,2.76,3.5,170
edible,54.86,32.17,6.42,38
edible,5.84,15.73,5.63,21
poisonous,1.68,1.16,3.5,169
poisonous,3.07,2.71,10.25,157
edible,5.31,41.91,6.02,126
edible,1.29,1.07,5.66,80
poisonous,5.05,13.49,4.18,91
poisonous,3.36,2.42,3.43,121
poisonous,3.16,5.48,9.63,110
poisonous,4.23,6.39,6.6,90
poisonous,3.93,3.3,4.39,31
edible,10.01,25.12,4.96,61
poisonous,8.41,13.86,8.64,35
poisonous,3.39,14.82,3.16,138
poisonous,1.0,1.58,3.15,172
poisonous,1.36,5.83,4.45,102
edible,2.55,4.87,6.58,16
edible,14.75,24.26,7.44,57
poisonous,6.32,10.11,5.5,142
poisonous,7.63,15.48,5.39,177
edible,7.56,12.78,5.21,149
edible,7.61,15.8,6.2,158
poisonous,0.62,1.1,4.48,194
edible,7.23,14.49,6.26,126
edible,5.13,24.76,5.7,50
poisonous,2.87,15.36,2.78,68
edible,1.55,2.59,5.19,134
poisonous,7.38,17.96,8.73,58
poisonous,1.38,1.42,3.99,111
poisonous,9.88,14.75,5.87,197
edible,5.51,5.13,5.61,55
edible,6.74,17.32,6.06,185
edible,5.05,5.36,5.04,40
edible,4.93,3.87,6.46,119
poisonous,4.48,7.04,5.82,30
edible,1.3,1.43,2.62,33
poisonous,15.23,37.25,6.02,153
poisonous,10.5,26.04,3.84,15
poisonous,8.16,14.83,1.72,44
edible,11.36,23.08,4.84,15
edible,3.13,2.99,6.74,168
edible,6.18,16.12,6.17,117
edible,9.72,15.35,2.33,191
edible,1.58,2.59,4.81,43
poisonous,5.64,12.15,6.76,58
poisonous,1.17,2.47,2.99,102
poisonous,13.27,30.02,9.71,59
edible,3.96,8.28,6.02,115
edible,12.22,23.43,5.97,156
poisonous,6.15,14.03,11.86,154
poisonous,7.98,11.08,6.35,73
poisonous,1.79,2.5,6.76,60
poisonous,2.01,2.95,6.32,37
poisonous,3.22,5.66,4.6,40
poisonous,2.23,2.41,7.78,152
edible,1.32,2.25,6.41,85
edible,7.11,20.71,5.65,194
poisonous,3.09,2.58,4.53,113
edible,8.21,20.97,8.55,158
poisonous,5.69,6.19,5.56,198
edible,1.02,0.91,4.9,77
edible,7.15,5.69,7.17,44
edible,5.18,12.46,6.17,21
poisonous,16.48,30.13,9.78,133
edible,9.88,25.08,6.24,65
poisonous,7.44,13.63,15.13,175
edible,9.43,13.98,8.1,108
poisonous,7.24,14.83,8.56,46
edible,4.37,5.67,6.08,29
edible,16.41,20.47,27.19,43
edible,6.06,10.06,5.93,39
edible,1.53,1.09,6.05,135
poisonous,3.0,2.6,3.33,112
edible,2.3,2.85,4.31,176
poisonous,4.16,3.86,7.99,183
edible,6.93,16.09,9.14,106
poisonous,7.57,7.01,6.87,102
poisonous,8.8,17.8,14.94,16
poisonous,6.95,11.45,11.66,23
poisonous,10.63,30.38,12.04,105
poisonous,7.2,14.71,10.96,48
poisonous,17.92,27.62,4.03,191
edible,7.48,10.99,15.37,53
poisonous,3.36,4.42,8.54,193
poisonous,3.16,0.0,0.0,21
poisonous,3.38,2.41,3.16,78
edible,3.68,8.31,7.8,61
poisonous,3.56,4.04,8.57,59
poisonous,2.91,3.45,4.56,51
edible,19.47,36.0,17.38,16
poisonous,16.63,32.85,5.11,66
poisonous,4.99,6.39,6.74,84
poisonous,5.09,7.68,7.47,87
edible,11.56,23.73,8.72,12
edible,4.75,7.32,4.47,153
edible,4.58,3.3,6.26,85
edible,22.11,35.09,15.77,122
poisonous,8.03,17.15,13.27,29
edible,5.48,5.13,6.31,93
edible,6.89,12.41,5.01,16
edible,1.83,2.47,5.09,147
edible,3.41,4.35,8.04,63
poisonous,7.74,12.95,5.88,158
poisonous,8.35,18.18,15.87,113
poisonous,4.15,3.7,5.94,30
